,Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20
24,,Belize,13.1939,-59.5432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,3.0,-3.0,0.0,0.0,1.0,2.0,-3.0,0.0,4.0,-4.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,,Benin,9.3077,2.3158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-13.0,0.0,0.0,0.0,0.0,9.0,-9.0,0.0,0.0,0.0,0.0,6.0,-6.0,0.0,0.0,0.0,9.0,-9.0,0.0,8.0,-8.0,0.0,3.0,6.0,-9.0,0.0,0.0,14.0,-7.0,-7.0,0.0,0.0,0.0,0.0,0.0,-26.0
26,,Bhutan,27.5142,90.4336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,,Bolivia,-16.2902,-63.5887,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,6.0,5.0,-7.0,-5.0,0.0,6.0,1.0,-7.0,10.0,-10.0,26.0,-8.0,-6.0,-5.0,8.0,-13.0,23.0,-18.0,1.0,5.0,-2.0,10.0,-3.0,3.0,-6.0,11.0,-12.0,12.0,-9.0,61.0,-39.0,-19.0,-10.0,20.0,-10.0
28,,Bosnia and Herzegovina,43.9159,17.6791,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,3.0,6.0,-9.0,2.0,-1.0,6.0,-4.0,-3.0,17.0,4.0,-10.0,11.0,6.0,-18.0,44.0,-41.0,17.0,-13.0,7.0,19.0,-25.0,-9.0,25.0,22.0,-33.0,2.0,28.0,1.0,-22.0,3.0,-12.0,5.0,-11.0,11.0,-4.0,22.0,-16.0,26.0,-39.0,9.0,-20.0,93.0,-52.0,-39.0,46.0,6.0,-16.0,20.0,-45.0,62.0,-53.0,30.0,-23.0
29,,Brazil,-14.235,-51.9253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,0.0,0.0,114.0,-107.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,-46.0,0.0,0.0,0.0,2873.0,8107.0,-10980.0,0.0,0.0,8104.0,-8104.0,861.0,1466.0,-1072.0,-173.0,423.0,-513.0,-2.0,412.0,186.0,215.0,301.0,794.0,-844.0,770.0,-418.0,743.0,831.0,-33.0,-1559.0,884.0,-845.0,2786.0,614.0,-4772.0,4436.0,-789.0,-252.0,1887.0,-2.0,3554.0
30,,Brunei,4.5353,114.7277,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,3.0,3.0,8.0,-5.0,-5.0,3.0,0.0,-3.0,5.0,-8.0,6.0,2.0,-6.0,3.0,-5.0,6.0,-2.0,-3.0,-1.0,-1.0,1.0,-1.0,4.0,-3.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,2.0,-2.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
31,,Bulgaria,42.7339,25.4858,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,1.0,3.0,-3.0,1.0,1.0,0.0,-3.0,3.0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-3.0,6.0,0.0,2.0,-2.0,-3.0,7.0,14.0,-7.0,2.0,-7.0,-4.0,-2.0,-3.0,1.0,12.0,-9.0,-7.0,8.0,-7.0,15.0,5.0,2.0,-13.0,1.0,10.0,-8.0,8.0,-3.0,6.0,-7.0,4.0,1.0,-5.0,-2.0,8.0,9.0,-18.0,14.0,-3.0,-11.0,20.0,4.0
32,,Burkina Faso,12.2383,-1.5616,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0,0.0,2.0,1.0,-3.0,2.0,7.0,-7.0,6.0,-7.0,13.0,-10.0,-4.0,16.0,8.0,-6.0,1.0,-12.0,5.0,-12.0,9.0,-3.0,-6.0,16.0,33.0,-18.0,6.0,-10.0,-10.0,2.0,-14.0,22.0,-6.0,-6.0,2.0,-6.0,5.0,-9.0,15.0,-14.0,3.0,7.0,-13.0,0.0,-2.0,4.0,0.0,-3.0,-1.0,5.0,-1.0,-3.0,0.0,-4.0,3.0,6.0,31.0,-32.0,-8.0,9.0
33,,Cabo Verde,16.5388,-23.0418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,12.0,-14.0,15.0,-11.0,-4.0,1.0,-1.0,6.0,6.0,-12.0,2.0,-2.0,3.0,3.0,-6.0,17.0,-17.0,1.0,-1.0,0.0
34,,Cambodia,11.55,104.9167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-6.0,1.0,1.0,6.0,-8.0,2.0,0.0,7.0,-8.0,14.0,-15.0,3.0,2.0,0.0,-6.0,11.0,-7.0,-1.0,-2.0,14.0,-9.0,-3.0,-2.0,5.0,-3.0,0.0,1.0,-3.0,0.0,7.0,-7.0,0.0,2.0,-2.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
35,,Cameroon,3.8480000000000003,11.5021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,3.0,-3.0,0.0,5.0,-5.0,7.0,-7.0,0.0,0.0,26.0,-9.0,-17.0,38.0,-38.0,0.0,0.0,32.0,3.0,-36.0,1.0,13.0,115.0,-128.0,24.0,44.0,203.0,-271.0,29.0,60.0,-70.0,91.0,-91.0,-19.0,0.0,19.0,-19.0,0.0,0.0,47.0,-45.0,-2.0,230.0,3.0,-174.0,-59.0,19.0,-9.0,4.0,-14.0,0.0,0.0,0.0,28.0
36,,Canada,56.1304,-106.3468,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,100.0,-27.0,-72.0,71.0,138.0,-210.0,0.0,1126.0,-1394.0,679.0,29.0,-38.0,33.0,-191.0,291.0,-172.0,645.0,-315.0,41.0,-200.0,101.0,-183.0,304.0,-24.0,115.0,-428.0,464.0,-187.0,-51.0,621.0,-959.0,81.0,476.0,6.0,515.0,-422.0,133.0,1.0,243.0,-290.0,57.0,2.0,-133.0,202.0,-102.0,-97.0,44.0,-176.0,51.0,150.0,74.0,-195.0,-123.0,120.0,-193.0,-43.0,130.0,-94.0
37,,Central African Republic,6.6111,20.9394,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,5.0,-5.0
38,,Chad,15.4542,18.7322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,7.0,-7.0,0.0,4.0,-4.0,14.0,-14.0,6.0,-6.0,0.0,4.0,-4.0,7.0,-7.0,3.0,-3.0,0.0,23.0,-21.0,3.0,0.0,18.0,-17.0,-6.0,22.0,16.0
39,,Chile,-35.6751,-71.543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,2.0,-2.0,9.0,-4.0,-5.0,21.0,-3.0,-4.0,67.0,-81.0,78.0,23.0,-9.0,9.0,-11.0,20.0,60.0,47.0,-58.0,138.0,-4.0,-98.0,113.0,-29.0,12.0,71.0,-40.0,92.0,-111.0,35.0,-45.0,124.0,1.0,105.0,-104.0,-141.0,25.0,80.0,-36.0,176.0,-85.0,116.0,-85.0,-95.0,-79.0,184.0,-4.0,21.0,11.0,-62.0,48.0,27.0,220.0,50.0,169.0,441.0,-201.0,-247.0,390.0,-345.0
40,Anhui,China,31.8257,117.2264,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,1.0,0.0,5.0,-1.0,-3.0,8.0,2.0,-1.0,1.0,3.0,1.0,5.0,8.0,6.0,-8.0,6.0,-9.0,56.0,-29.0,9.0,4.0,-7.0,-18.0,-14.0,23.0,-17.0,16.0,-19.0,18.0,-42.0,39.0,-25.0,1.0,-6.0,-5.0,-9.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Beijing,China,40.1824,116.4142,0,0.0,1.0,0.0,-1.0,0.0,2.0,-2.0,0.0,1.0,3.0,-4.0,3.0,8.0,-10.0,6.0,-5.0,-1.0,2.0,4.0,-3.0,4.0,5.0,-2.0,7.0,-8.0,-4.0,2.0,15.0,-15.0,8.0,-7.0,2.0,-2.0,8.0,3.0,-7.0,-4.0,5.0,-9.0,1.0,0.0,3.0,-9.0,2.0,2.0,1.0,2.0,-2.0,1.0,2.0,0.0,-1.0,-3.0,3.0,2.0,0.0,-7.0,8.0,-4.0,-2.0,-4.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,-3.0,6.0,4.0,-6.0,-1.0,-1.0,3.0,2.0,2.0,-4.0,0.0,0.0,0.0,2.0,-3.0,4.0,-2.0,-6.0,1.0,3.0,-2.0,0.0,4.0,-5.0,-1.0,0.0,11.0,-9.0,2.0,1.0,-5.0,0.0,6.0,-5.0,0.0,1.0,1.0,-3.0,5.0,-2.0,0.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,-1.0,0.0,0.0
42,Chongqing,China,30.0572,107.874,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,2.0,2.0,-2.0,-2.0,6.0,3.0,-2.0,1.0,4.0,3.0,-2.0,10.0,3.0,-2.0,8.0,-9.0,-5.0,11.0,-9.0,5.0,-8.0,-5.0,-5.0,7.0,9.0,-11.0,5.0,4.0,-5.0,-4.0,7.0,2.0,-9.0,-2.0,-9.0,12.0,-12.0,14.0,-10.0,2.0,3.0,-8.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Fujian,China,26.0789,117.9874,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,-5.0,3.0,-2.0,7.0,-7.0,2.0,2.0,-4.0,2.0,2.0,3.0,-3.0,-5.0,16.0,-5.0,9.0,-10.0,-5.0,5.0,3.0,3.0,-9.0,-3.0,1.0,-4.0,4.0,-3.0,5.0,-3.0,0.0,4.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,1.0,0.0,-2.0,3.0,-3.0,3.0,3.0,-2.0,0.0,0.0,-2.0,0.0,-1.0,1.0,1.0,-3.0,2.0,-1.0,3.0,-1.0,-3.0,0.0,0.0,3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
44,Gansu,China,37.8099,101.0583,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,1.0,1.0,-2.0,3.0,0.0,1.0,-3.0,6.0,0.0,1.0,-8.0,10.0,-5.0,-1.0,0.0,-1.0,3.0,-1.0,-5.0,2.0,0.0,-2.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,7.0,8.0,-14.0,-1.0,5.0,-5.0,2.0,0.0,0.0,-2.0,0.0,0.0,2.0,-2.0,0.0,4.0,-4.0,1.0,-1.0,1.0,1.0,-2.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Guangdong,China,23.3417,113.4244,0,2.0,-2.0,0.0,0.0,2.0,-2.0,1.0,4.0,-4.0,2.0,-2.0,5.0,3.0,10.0,1.0,-1.0,5.0,5.0,-3.0,19.0,18.0,-24.0,9.0,0.0,7.0,4.0,-18.0,0.0,-5.0,12.0,-10.0,-11.0,4.0,5.0,-7.0,10.0,6.0,3.0,-15.0,10.0,-1.0,-10.0,16.0,-13.0,-14.0,-2.0,-15.0,10.0,-6.0,-1.0,0.0,-4.0,2.0,-3.0,-1.0,5.0,-1.0,0.0,-3.0,2.0,-1.0,-2.0,2.0,-3.0,1.0,3.0,4.0,-6.0,3.0,-4.0,7.0,-5.0,7.0,-1.0,-1.0,-2.0,4.0,2.0,-1.0,-8.0,3.0,5.0,-7.0,0.0,5.0,-5.0,3.0,1.0,-4.0,3.0,3.0,7.0,-11.0,2.0,-8.0,5.0,2.0,-4.0,5.0,-8.0,2.0,0.0,0.0,2.0,-4.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Guangxi,China,23.8298,108.7881,0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,5.0,-2.0,0.0,-2.0,2.0,-3.0,1.0,5.0,3.0,-10.0,2.0,2.0,5.0,-3.0,-1.0,12.0,1.0,-13.0,3.0,0.0,-5.0,4.0,16.0,-9.0,1.0,-7.0,1.0,-3.0,6.0,-1.0,-2.0,-4.0,-1.0,-2.0,4.0,2.0,-3.0,0.0,-1.0,-1.0,-2.0,0.0,5.0,-5.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Guizhou,China,26.8154,106.8748,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,7.0,-10.0,3.0,1.0,-1.0,3.0,4.0,-6.0,8.0,-8.0,12.0,-8.0,6.0,-2.0,-5.0,-2.0,3.0,8.0,-1.0,-12.0,2.0,-2.0,8.0,-8.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,-2.0,0.0,-1.0,0.0,-3.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Hainan,China,19.1959,109.7453,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,3.0,-3.0,1.0,-1.0,3.0,-1.0,2.0,1.0,-5.0,1.0,6.0,-4.0,10.0,-17.0,17.0,-6.0,13.0,-15.0,-3.0,7.0,0.0,-7.0,8.0,-2.0,-3.0,-3.0,0.0,13.0,-14.0,1.0,2.0,-1.0,-3.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
